SerialNumber,ID,PosX,PosY,PosZ,RotX,RotY,RotZ,残りHP,討伐済み
32311,enchu,674.081543,321.072235,784.593018,0,0,0,100,
32312,enchu,674.081543,322.397797,776.048096,0,0,0,100,
32313,sphere,674.081543,339.474152,567.714844,0,0,0,100,
32314,orangeCube,674.081543,347.188324,229.037476,0,0,0,100,
32315,orangeCube,674.081543,370.285614,1270.704102,0,0,0,100,
32316,bigCube,674.081543,402.976227,-2016.378296,0,0,0,100,
32317,bigCube,674.081543,887.004089,-1090.406982,0,0,0,100,
32318,hanen,674.081604,43.553974,-2224.711426,0,0,0,100,
32319,enban,674.081604,96.609894,1617.926514,0,0,0,100,
32320,sphere,674.081604,186.330429,1539.937012,0,0,0,100,
32321,smallCube,674.081604,262.276520,992.926270,0,0,0,100,
32322,cube,674.081604,265.345764,1479.037476,0,0,0,100,
32323,sphere,674.081604,340.806305,506.815308,0,0,0,100,
32324,cube,674.081604,987.676025,-1669.156006,0,0,0,100,
32325,hanen,674.081604,1001.574585,-1229.295898,0,0,0,100,
32326,hanen,674.081604,1007.200195,-1237.840820,0,0,0,100,
32327,cube,674.081665,281.690308,1409.593018,0,0,0,100,
32328,ghost,674.081665,297.754517,1386.399658,0,0,0,100,
32329,hankyu,674.081665,1035.775146,-1391.378296,0,0,0,100,
32330,hankyu,674.081665,1035.991943,-1368.184814,0,0,0,100,
32331,smallCube,674.126831,75.575500,-2194.239258,0,0,0,100,
32332,smallCube,674.126831,176.419800,-2124.794922,0,0,0,100,
32333,ghost,674.126831,338.995453,1301.131348,0,0,0,100,
32334,smallCube,674.126831,923.303406,-1129.424316,0,0,0,100,
32335,cube,674.126831,1004.235352,-1638.683594,0,0,0,100,
32336,orangeCube,674.126831,1011.454102,-1430.350586,0,0,0,100,
32337,bigCube,674.126892,316.913513,815.020203,0,0,0,100,
32338,enban,674.167847,578.238525,-464.265228,0,0,0,100,
32339,enban,674.453735,764.774109,-830.752014,0,0,0,100,
32340,hankyu,674.519653,368.824158,109.811333,0,0,0,100,
32341,cube,674.589355,673.475220,-671.782104,0,0,0,100,
32342,sphere,674.626587,609.141052,-549.525940,0,0,0,100,
32343,bigCube,674.686768,538.724487,-276.335815,0,0,0,100,
32344,bigCube,674.789551,541.873779,-292.608154,0,0,0,100,
32345,sphere,674.799255,690.959961,-700.022949,0,0,0,100,
32346,cube,674.944946,686.550415,-692.874390,0,0,0,100,
32347,smallCube,674.955627,483.438202,-116.021751,0,0,0,100,
32348,sphere,674.976074,601.840698,-532.579834,0,0,0,100,
32349,bigCube,675.078979,532.061646,-251.092758,0,0,0,100,
32350,enban,675.210205,752.900024,-806.634033,0,0,0,100,
32351,hanen,675.267761,424.225952,-3.089661,0,0,0,100,
32352,smallCube,675.267822,489.959381,-129.452713,0,0,0,100,
32353,enchu,675.355530,547.965576,-319.067596,0,0,0,100,
32354,hanen,675.394775,445.259827,-42.503685,0,0,0,100,
32355,sphere,675.469543,725.461914,-755.911316,0,0,0,100,
32356,hanen,675.733765,397.192657,46.815617,0,0,0,100,
32357,smallCube,675.754395,196.287003,-2113.537354,0,0,0,100,
32358,ghost,675.754395,292.396667,1358.685303,0,0,0,100,
32359,bigCube,675.754395,293.105835,-2064.980469,0,0,0,100,
32360,ghost,675.754395,307.382996,1337.797607,0,0,0,100,
32361,enchu,675.754395,450.027222,-1995.535889,0,0,0,100,
32362,enban,675.754456,77.255005,1637.095947,0,0,0,100,
32363,sphere,675.754456,153.903320,1567.651611,0,0,0,100,
32364,hanen,675.754456,272.764343,1012.095825,0,0,0,100,
32365,hanen,675.754456,290.327972,1032.983398,0,0,0,100,
32366,bigCube,675.754456,302.974731,873.207031,0,0,0,100,
32367,ghost,675.754456,343.719055,338.539093,0,0,0,100,
32368,hanen,675.754456,365.261932,1081.540405,0,0,0,100,
32369,hankyu,675.754456,420.131409,1129.464111,0,0,0,100,
32370,enchu,675.754456,608.524780,-1926.091553,0,0,0,100,
32371,smallCube,675.754456,913.990479,-1119.794312,0,0,0,100,
32372,hankyu,675.754456,1034.502441,-1349.015381,0,0,0,100,
32373,bigCube,675.754517,315.043274,824.650146,0,0,0,100,
32374,orangeCube,675.754517,345.710083,269.094635,0,0,0,100,
32375,enban,675.923584,581.112244,-473.191071,0,0,0,100,
32376,sphere,676.086792,629.843445,-594.383423,0,0,0,100,
32377,sphere,676.109314,700.378784,-715.078125,0,0,0,100,
32378,smallCube,676.143677,509.688934,-179.154922,0,0,0,100,
32379,sphere,676.206787,716.416077,-740.440430,0,0,0,100,
32380,cube,676.259705,645.731079,-622.820862,0,0,0,100,
32381,sphere,676.338013,710.526367,-731.198853,0,0,0,100,
32382,enban,676.347290,773.071899,-859.754456,0,0,0,100,
32383,cube,676.416260,641.724182,-615.614624,0,0,0,100,
32384,smallCube,676.915283,476.935791,-103.871292,0,0,0,100,
32385,enchu,677.072388,560.449280,-382.554993,0,0,0,100,
32386,enchu,677.316528,546.042908,-311.814087,0,0,0,100,
32387,hanen,677.392578,421.912292,-0.965444,0,0,0,100,
32388,sphere,677.500610,595.569580,-517.428101,0,0,0,100,
32389,sphere,677.562866,218.576553,1512.900879,0,0,0,100,
32390,cube,677.562866,272.582642,1433.148071,0,0,0,100,
32391,enban,677.562866,331.103790,679.567383,0,0,0,100,
32392,enban,677.562866,331.879700,669.259216,0,0,0,100,
32393,ghost,677.562866,335.573364,1304.567383,0,0,0,100,
32394,sphere,677.562866,338.682434,530.370300,0,0,0,100,
32395,orangeCube,677.562866,345.293304,1294.259277,0,0,0,100,
32396,hanen,677.562866,372.981049,1085.925903,0,0,0,100,
32397,bigCube,677.562866,865.477051,-1066.851929,0,0,0,100,
32398,smallCube,677.562866,919.404053,-1125.988281,0,0,0,100,
32399,smallCube,677.562866,929.020996,-1136.296387,0,0,0,100,
32400,hankyu,677.562866,1033.718384,-1344.629883,0,0,0,100,
32401,orangeCube,677.562927,344.594299,262.900696,0,0,0,100,
32402,cube,677.628540,668.886353,-663.443726,0,0,0,100,
32403,hanen,678.078735,437.035431,-27.507397,0,0,0,100,
32404,hankyu,678.191223,359.357056,127.349907,0,0,0,100,
32405,enban,678.223206,771.690186,-855.010864,0,0,0,100,
32406,hankyu,678.368347,362.961761,117.982803,0,0,0,100,
32407,enban,678.376648,65.389931,1646.228516,0,0,0,100,
32408,enchu,678.376648,324.285370,743.450745,0,0,0,100,
32409,cube,678.376648,339.446259,465.673065,0,0,0,100,
32410,hanen,678.376648,381.001709,1090.673096,0,0,0,100,
32411,bigCube,678.376648,861.197632,-1062.104858,0,0,0,100,
32412,hanen,678.376648,982.352356,-1200.993652,0,0,0,100,
32413,bigCube,678.376709,315.577515,812.895264,0,0,0,100,
32414,enchu,678.376709,475.541840,-1983.781006,0,0,0,100,
32415,sphere,678.434692,697.290161,-709.777527,0,0,0,100,
32416,enban,678.736267,572.062683,-441.420044,0,0,0,100,
32417,hanen,678.808899,416.004211,7.542449,0,0,0,100,
32418,enban,678.920898,568.186890,-414.397339,0,0,0,100,
32419,sphere,679.044678,614.448425,-560.596558,0,0,0,100,
32420,sphere,679.276245,621.761719,-576.702026,0,0,0,100,
32421,enchu,679.496460,553.234192,-341.895752,0,0,0,100,
32422,bigCube,679.603638,542.472595,-297.923981,0,0,0,100,
32423,hanen,679.622742,469.464020,-88.750198,0,0,0,100,
32424,hanen,679.766235,472.879974,-96.533203,0,0,0,100,
32425,enban,679.913818,102.600433,1602.057373,0,0,0,100,
32426,sphere,679.913818,187.734039,1532.612793,0,0,0,100,
32427,enchu,679.913818,326.303528,716.640442,0,0,0,100,
32428,enban,679.913818,328.590881,699.279419,0,0,0,100,
32429,hanen,679.913818,337.501160,1063.862793,0,0,0,100,
32430,cube,679.913818,338.904236,438.862793,0,0,0,100,
32431,ghost,679.913818,340.209290,369.418365,0,0,0,100,
32432,ghost,679.913818,341.183228,352.057251,0,0,0,100,
32433,orangeCube,679.913818,344.213837,213.168335,0,0,0,100,
32434,orangeCube,679.913818,365.972778,1272.196045,0,0,0,100,
32435,bigCube,679.913818,376.183990,-2026.415405,0,0,0,100,
32436,smallCube,679.913818,900.539062,-1106.276123,0,0,0,100,
32437,smallCube,679.913818,949.130005,-1158.359619,0,0,0,100,
32438,cube,679.913818,1017.869690,-1609.748535,0,0,0,100,
32439,bigCube,679.913940,311.706665,838.168335,0,0,0,100,
32440,hankyu,679.913940,1035.219360,-1366.692871,0,0,0,100,
32441,enchu,679.970276,563.462341,-394.776642,0,0,0,100,
32442,sphere,679.973328,606.851990,-542.812012,0,0,0,100,
32443,bigCube,680.124512,532.450928,-255.068756,0,0,0,100,
32444,smallCube,680.174194,492.808533,-137.929428,0,0,0,100,
32445,enchu,680.352478,548.622070,-323.301788,0,0,0,100,
32446,enban,681.057129,574.448792,-448.452240,0,0,0,100,
32447,smallCube,681.075317,501.294861,-159.023224,0,0,0,100,
32448,hanen,681.100342,423.498688,-6.393987,0,0,0,100,
32449,bigCube,681.246704,516.789856,-201.677338,0,0,0,100,
32450,hanen,681.360596,41.316895,-2225.344482,0,0,0,100,
32451,bigCube,681.360596,244.521454,-2086.455811,0,0,0,100,
32452,cube,681.360596,338.512299,429.458862,0,0,0,100,
32453,ghost,681.360596,339.923889,360.014435,0,0,0,100,
32454,bigCube,681.360596,892.869873,-1098.318970,0,0,0,100,
32455,cube,681.360718,280.944244,1401.680908,0,0,0,100,
32456,hankyu,681.360718,1035.104248,-1376.096924,0,0,0,100,
32457,sphere,681.405029,612.345215,-555.110229,0,0,0,100,
32458,smallCube,681.405762,144.646729,-2140.618652,0,0,0,100,
32459,smallCube,681.405762,215.607437,-2101.691895,0,0,0,100,
32460,cube,681.405762,274.441437,1455.843994,0,0,0,100,
32461,enchu,681.405762,321.292908,761.399536,0,0,0,100,
32462,ghost,681.405762,323.688751,1316.955200,0,0,0,100,
32463,enchu,681.405762,325.125824,722.472778,0,0,0,100,
32464,enban,681.405762,333.736450,622.510742,0,0,0,100,
32465,ghost,681.405762,339.364014,375.250580,0,0,0,100,
32466,ghost,681.405762,340.452515,344.733032,0,0,0,100,
32467,bigCube,681.405762,362.468140,-2032.247559,0,0,0,100,
32468,hankyu,681.405762,411.313293,1108.621826,0,0,0,100,
32469,orangeCube,681.405762,413.646667,1208.583740,0,0,0,100,
32470,hankyu,681.405762,418.075317,1162.197021,0,0,0,100,
32471,bigCube,681.405762,432.136200,-2001.729858,0,0,0,100,
32472,smallCube,681.405762,907.070923,-1113.600464,0,0,0,100,
32473,smallCube,681.405762,943.387634,-1152.527344,0,0,0,100,
32474,bigCube,681.405884,304.289001,861.361694,0,0,0,100,
32475,ghost,681.405884,341.024536,305.806152,0,0,0,100,
32476,enchu,681.405884,591.586853,-1932.285400,0,0,0,100,
32477,hankyu,681.405884,1034.371582,-1360.860596,0,0,0,100,
32478,orangeCube,681.447998,343.869873,206.068588,0,0,0,100,
32479,bigCube,681.660706,527.037048,-236.913208,0,0,0,100,
32480,enban,681.770203,571.150208,-433.109589,0,0,0,100,
32481,enchu,681.880127,558.628967,-374.636139,0,0,0,100,
32482,sphere,681.888916,602.239563,-531.652222,0,0,0,100,
32483,enchu,681.989136,551.755493,-336.622192,0,0,0,100,
32484,sphere,682.025269,721.498718,-747.838074,0,0,0,100,
32485,smallCube,682.347412,490.014893,-133.437271,0,0,0,100,
32486,bigCube,682.349854,531.362305,-252.410629,0,0,0,100,
32487,hankyu,682.511841,365.968079,103.348648,0,0,0,100,
32488,bigCube,682.513062,539.067749,-281.730438,0,0,0,100,
32489,enchu,682.600586,547.771851,-320.522461,0,0,0,100,
32490,sphere,682.739502,118.209618,1587.521729,0,0,0,100,
32491,cube,682.739502,273.537445,1448.632690,0,0,0,100,
32492,bigCube,682.739502,291.563293,-2063.962891,0,0,0,100,
32493,enchu,682.739502,315.886536,797.794678,0,0,0,100,
32494,enchu,682.739502,321.463531,754.188354,0,0,0,100,
32495,enban,682.739502,333.417145,615.299561,0,0,0,100,
32496,sphere,682.739502,336.410126,520.016968,0,0,0,100,
32497,bigCube,682.739502,348.738159,-2038.125122,0,0,0,100,
32498,hankyu,682.739502,419.132599,1156.319580,0,0,0,100,
32499,hankyu,682.739502,422.062683,1130.481445,0,0,0,100,
32500,enchu,682.739502,447.962250,-1994.518677,0,0,0,100,
32501,enchu,682.739502,507.689667,-1968.680420,0,0,0,100,
32502,bigCube,682.739502,873.764465,-1077.205322,0,0,0,100,
32503,smallCube,682.739502,937.635132,-1146.649902,0,0,0,100,
32504,cube,682.739502,969.209839,-1690.902588,0,0,0,100,
32505,smallCube,682.739502,974.479736,-1190.256104,0,0,0,100,
32506,cube,682.739624,270.884613,1422.794678,0,0,0,100,
32507,bigCube,682.739624,312.525421,823.632935,0,0,0,100,
32508,orangeCube,682.739624,341.404663,268.077393,0,0,0,100,
32509,hankyu,683.308044,353.950928,132.208893,0,0,0,100,
32510,sphere,683.387085,610.275391,-549.802063,0,0,0,100,
32511,smallCube,683.458374,514.642700,-196.980835,0,0,0,100,
32512,cube,683.481750,673.505005,-670.656616,0,0,0,100,
32513,enban,683.624756,766.845215,-838.331299,0,0,0,100,
32514,hankyu,683.752136,362.986389,108.729462,0,0,0,100,
32515,enchu,683.756775,321.739868,747.203247,0,0,0,100,
32516,enban,683.756775,328.528595,677.758972,0,0,0,100,
32517,sphere,683.756775,333.747375,595.429260,0,0,0,100,
32518,bigCube,683.756775,857.102173,-1058.352295,0,0,0,100,
32519,enban,683.756836,54.635693,1649.981079,0,0,0,100,
32520,smallCube,683.756836,86.552673,-2182.981689,0,0,0,100,
32521,sphere,683.756836,126.161583,1580.536621,0,0,0,100,
32522,sphere,683.756836,215.621414,1511.092285,0,0,0,100,
32523,cube,683.756836,271.372559,1428.762573,0,0,0,100,
32524,bigCube,683.756836,314.724304,803.762573,0,0,0,100,
32525,cube,683.756836,336.792175,469.425598,0,0,0,100,
32526,ghost,683.756836,337.839691,399.981140,0,0,0,100,
32527,ghost,683.756836,337.999146,387.095917,0,0,0,100,
32528,hankyu,683.756836,421.568573,1137.466553,0,0,0,100,
32529,enchu,683.756836,463.465851,-1987.533447,0,0,0,100,
32530,enchu,683.756836,493.251190,-1974.648315,0,0,0,100,
32531,smallCube,683.756836,919.840820,-1127.796753,0,0,0,100,
32532,cube,683.756836,1008.735352,-1627.426025,0,0,0,100,
32533,orangeCube,683.756836,1012.303955,-1419.093018,0,0,0,100,
32534,smallCube,683.931641,482.948608,-119.934967,0,0,0,100,
32535,smallCube,684.186279,181.543213,-2119.764893,0,0,0,100,
32536,bigCube,684.186279,320.965698,-2050.320557,0,0,0,100,
32537,smallCube,684.186340,79.012321,-2189.209229,0,0,0,100,
32538,sphere,684.186340,134.455017,1573.879395,0,0,0,100,
32539,sphere,684.186340,224.933609,1504.435059,0,0,0,100,
32540,cube,684.186340,271.959290,1434.990479,0,0,0,100,
32541,ghost,684.186340,296.418182,1352.457275,0,0,0,100,
32542,ghost,684.186340,337.699524,393.323761,0,0,0,100,
32543,orangeCube,684.186340,340.510376,254.434906,0,0,0,100,
32544,hanen,684.186340,982.861755,-1203.898560,0,0,0,100,
32545,enchu,684.290771,550.315430,-331.447723,0,0,0,100,
32546,sphere,684.343384,608.002075,-544.298340,0,0,0,100,
32547,hanen,684.450195,379.483673,68.831123,0,0,0,100,
32548,enban,684.749207,582.240417,-473.122314,0,0,0,100,
32549,cube,684.842834,678.576538,-678.676270,0,0,0,100,
32550,enban,684.938538,770.946289,-852.680054,0,0,0,100,
32551,hankyu,684.997498,357.716644,119.855110,0,0,0,100,
32552,sphere,685.560242,734.049438,-770.994751,0,0,0,100,
32553,hanen,685.687012,466.558289,-86.025589,0,0,0,100,
32554,bigCube,685.948181,529.601990,-248.112350,0,0,0,100,
32555,hanen,685.961670,388.456055,51.585995,0,0,0,100,
32556,smallCube,685.978455,473.498657,-101.838684,0,0,0,100,
32557,bigCube,686.022339,532.423340,-258.026733,0,0,0,100,
32558,cube,686.044373,683.569275,-686.589783,0,0,0,100,
32559,smallCube,686.074463,510.821930,-187.880707,0,0,0,100,
32560,smallCube,687.055908,496.007751,-148.198151,0,0,0,100,
32561,smallCube,687.306885,502.023071,-164.226288,0,0,0,100,
32562,cube,687.608765,639.011353,-608.835205,0,0,0,100,
32563,hanen,687.849548,418.758026,-3.883765,0,0,0,100,
32564,sphere,687.909058,599.405090,-523.499146,0,0,0,100,
32565,bigCube,688.094360,519.173096,-212.127151,0,0,0,100,
32566,hanen,688.321899,459.447327,-75.329536,0,0,0,100,
32567,cube,688.487427,643.404663,-616.556396,0,0,0,100,
32568,sphere,688.530396,615.433044,-560.333130,0,0,0,100,
32569,hanen,688.594360,44.267612,-2217.387207,0,0,0,100,
32570,enban,688.594360,83.614418,1610.737793,0,0,0,100,
32571,smallCube,688.594360,116.769058,-2156.623535,0,0,0,100,
32572,smallCube,688.594360,128.404327,-2147.942871,0,0,0,100,
32573,sphere,688.594360,171.997833,1541.293335,0,0,0,100,
32574,hanen,688.594360,309.112518,1046.501587,0,0,0,100,
32575,enban,688.594360,324.791077,699.279419,0,0,0,100,
32576,enban,688.594360,329.364960,638.515625,0,0,0,100,
32577,cube,688.594360,333.969879,499.626709,0,0,0,100,
32578,cube,688.594360,334.264923,490.946167,0,0,0,100,
32579,cube,688.594360,335.066589,421.501648,0,0,0,100,
32580,ghost,688.594360,335.818665,360.737793,0,0,0,100,
32581,orangeCube,688.594360,337.787262,221.848892,0,0,0,100,
32582,smallCube,688.594360,963.834473,-1175.720703,0,0,0,100,
32583,cube,688.594360,985.139526,-1670.512207,0,0,0,100,
32584,cube,688.594360,991.245361,-1661.831787,0,0,0,100,
32585,ghost,688.594360,1024.460815,-1592.387451,0,0,0,100,
32586,hankyu,688.594360,1026.393066,-1305.929077,0,0,0,100,
32587,hankyu,688.594360,1028.638916,-1314.609619,0,0,0,100,
32588,ghost,688.594482,272.804901,1385.043335,0,0,0,100,
32589,ghost,688.594482,280.336121,1393.723877,0,0,0,100,
32590,bigCube,688.594482,305.803284,846.848877,0,0,0,100,
32591,bigCube,688.594482,308.413208,838.168335,0,0,0,100,
32592,orangeCube,688.594482,337.798737,282.612793,0,0,0,100,
32593,hankyu,688.594482,1033.818726,-1392.734619,0,0,0,100,
32594,smallCube,689.317749,142.618744,-2139.985840,0,0,0,100,
32595,sphere,689.317749,161.411423,1548.527100,0,0,0,100,
32596,smallCube,689.317749,264.518768,992.971497,0,0,0,100,
32597,ghost,689.317749,310.654114,1332.236572,0,0,0,100,
32598,enban,689.317749,325.073364,691.322266,0,0,0,100,
32599,enban,689.317749,328.503784,645.749390,0,0,0,100,
32600,sphere,689.317749,333.522583,506.860504,0,0,0,100,
32601,orangeCube,689.317749,337.342773,229.082703,0,0,0,100,
32602,hanen,689.317749,337.884705,1062.416016,0,0,0,100,
32603,hankyu,689.317749,419.568024,1169.476074,0,0,0,100,
32604,enchu,689.317749,533.942871,-1955.523926,0,0,0,100,
32605,bigCube,689.317749,884.295654,-1090.361816,0,0,0,100,
32606,cube,689.317749,978.753967,-1677.746094,0,0,0,100,
32607,hanen,689.317749,1024.066528,-1298.695312,0,0,0,100,
32608,hankyu,689.317749,1029.206787,-1322.566772,0,0,0,100,
32609,cube,689.317871,268.726868,1409.638184,0,0,0,100,
32610,hanen,689.516235,452.768646,-64.474899,0,0,0,100,
32611,sphere,689.726440,612.574951,-553.415405,0,0,0,100,
32612,smallCube,689.763855,489.828278,-137.113678,0,0,0,100,
32613,smallCube,689.950684,212.171082,-2101.691895,0,0,0,100,
32614,cube,689.950684,272.515930,1447.299072,0,0,0,100,
32615,enchu,689.950684,313.915161,791.917236,0,0,0,100,
32616,enban,689.950684,330.187012,613.965820,0,0,0,100,
32617,ghost,689.950684,331.293243,1308.410156,0,0,0,100,
32618,sphere,689.950684,331.400146,583.583923,0,0,0,100,
32619,sphere,689.950684,332.662689,544.521423,0,0,0,100,
32620,sphere,689.950684,333.116974,514.139526,0,0,0,100,
32621,hankyu,689.950684,399.808960,1100.076904,0,0,0,100,
32622,sphere,689.950684,863.946411,-1784.851318,0,0,0,100,
32623,bigCube,689.950684,877.826355,-1083.082764,0,0,0,100,
32624,cube,689.950684,972.353394,-1685.025146,0,0,0,100,
32625,hanen,689.950684,993.074097,-1221.971680,0,0,0,100,
32626,cube,689.950684,1013.899902,-1615.580811,0,0,0,100,
32627,bigCube,689.950806,309.962921,822.299194,0,0,0,100,
32628,orangeCube,689.950806,336.959778,266.743652,0,0,0,100,
32629,enchu,689.950806,516.716553,-1962.802979,0,0,0,100,
32630,enchu,690.110901,558.375061,-372.914398,0,0,0,100,
32631,enchu,690.226624,552.392578,-341.782043,0,0,0,100,
32632,sphere,690.402832,140.476517,1563.175537,0,0,0,100,
32633,hanen,690.402832,277.462952,1007.619873,0,0,0,100,
32634,ghost,690.402832,288.409058,1363.161133,0,0,0,100,
32635,ghost,690.402832,299.308197,1347.970093,0,0,0,100,
32636,bigCube,690.402832,307.660278,-2054.807861,0,0,0,100,
32637,enban,690.402832,326.926208,660.397827,0,0,0,100,
32638,enban,690.402832,330.293488,606.144348,0,0,0,100,
32639,cube,690.402832,333.684265,452.064484,0,0,0,100,
32640,ghost,690.402832,334.422729,397.810974,0,0,0,100,
32641,ghost,690.402832,334.610718,382.620026,0,0,0,100,
32642,ghost,690.402832,338.644501,1300.588623,0,0,0,100,
32643,orangeCube,690.402832,352.968628,1285.397705,0,0,0,100,
32644,hanen,690.402832,362.216309,1077.064453,0,0,0,100,
32645,bigCube,690.402832,858.002563,-1060.522461,0,0,0,100,
32646,bigCube,690.402832,871.305054,-1075.713379,0,0,0,100,
32647,sphere,690.402832,873.963318,-1777.029907,0,0,0,100,
32648,smallCube,690.402832,920.523804,-1129.966919,0,0,0,100,
32649,cube,690.402893,270.097748,1424.286621,0,0,0,100,
32650,enban,690.485413,577.516907,-454.664734,0,0,0,100,
32651,smallCube,690.494507,505.932617,-176.839233,0,0,0,100,
32652,hankyu,690.582825,349.408203,131.212646,0,0,0,100,
32653,enban,690.583679,54.245880,1640.125122,0,0,0,100,
32654,sphere,690.583679,130.246979,1570.680664,0,0,0,100,
32655,ghost,690.583679,293.784180,1355.656006,0,0,0,100,
32656,enban,690.583679,326.282104,667.902954,0,0,0,100,
32657,cube,690.583679,333.537811,459.569519,0,0,0,100,
32658,ghost,690.583679,334.424133,390.125092,0,0,0,100,
32659,hanen,690.583679,983.422668,-1207.097290,0,0,0,100,
32660,sphere,690.852600,721.550049,-747.058350,0,0,0,100,
32661,enban,691.144226,584.055786,-476.439484,0,0,0,100,
32662,hankyu,691.432983,357.141479,110.314484,0,0,0,100,
32663,hanen,691.510803,398.105988,29.007267,0,0,0,100,
32664,smallCube,691.863403,512.159912,-194.842026,0,0,0,100,
32665,sphere,692.281006,735.351929,-772.767700,0,0,0,100,
32666,hanen,692.456543,378.972717,61.498116,0,0,0,100,
32667,hanen,692.582581,405.372131,14.220444,0,0,0,100,
32668,sphere,692.706848,705.532593,-721.219849,0,0,0,100,
32669,enchu,692.737427,549.097778,-329.088226,0,0,0,100,
32670,enchu,692.763062,563.635803,-394.449738,0,0,0,100,
32671,enchu,692.769165,545.903015,-316.034088,0,0,0,100,
32672,hanen,692.825195,382.580566,54.809536,0,0,0,100,
32673,enchu,693.206055,547.488342,-322.652100,0,0,0,100,
32674,sphere,693.338379,700.436523,-712.897339,0,0,0,100,
32675,hanen,693.379211,436.819794,-39.192352,0,0,0,100,
32676,hanen,693.440918,409.099304,7.505858,0,0,0,100,
32677,hanen,693.784912,428.925934,-24.965319,0,0,0,100,
32678,hanen,694.327148,440.366760,-45.956509,0,0,0,100,
32679,hanen,694.512207,420.734436,-12.218183,0,0,0,100,
32680,cube,694.922424,654.335388,-635.038574,0,0,0,100,
32681,cube,695.293396,649.618530,-626.523438,0,0,0,100,
32682,cube,695.295410,644.786987,-617.866089,0,0,0,100,
32683,sphere,695.553955,596.067871,-513.751099,0,0,0,100,
32684,sphere,695.669983,592.947021,-504.453979,0,0,0,100,
32685,sphere,695.893005,618.483582,-565.406616,0,0,0,100,
32686,smallCube,695.961548,473.213989,-106.719391,0,0,0,100,
32687,smallCube,697.274902,73.126694,-2191.345703,0,0,0,100,
32688,smallCube,697.274902,93.841385,-2173.984375,0,0,0,100,
32689,sphere,697.274902,114.290695,1576.015503,0,0,0,100,
32690,smallCube,697.274902,114.556091,-2156.623535,0,0,0,100,
32691,smallCube,697.274902,124.913437,-2147.942871,0,0,0,100,
32692,sphere,697.274902,184.713135,1523.932251,0,0,0,100,
32693,smallCube,697.274902,204.033401,-2104.540039,0,0,0,100,
32694,cube,697.274902,222.656128,1497.890625,0,0,0,100,
32695,bigCube,697.274902,235.681381,-2087.179199,0,0,0,100,
32696,smallCube,697.274902,263.149109,959.696045,0,0,0,100,
32697,ghost,697.274902,297.257263,1350.321167,0,0,0,100,
32698,ghost,697.274902,303.485352,1341.640625,0,0,0,100,
32699,ghost,697.274902,309.713440,1332.959961,0,0,0,100,
32700,ghost,697.274902,315.941528,1324.279419,0,0,0,100,
32701,enchu,697.274902,317.572327,734.001648,0,0,0,100,
32702,enchu,697.274902,318.427063,725.321045,0,0,0,100,
32703,enchu,697.274902,319.281799,716.640442,0,0,0,100,
32704,enban,697.274902,321.644684,690.598877,0,0,0,100,
32705,enban,697.274902,322.298096,681.918335,0,0,0,100,
32706,enban,697.274902,322.951508,673.237793,0,0,0,100,
32707,enban,697.274902,324.911743,647.196167,0,0,0,100,
32708,enban,697.274902,326.218567,629.835022,0,0,0,100,
32709,enban,697.274902,326.911774,612.473877,0,0,0,100,
32710,enban,697.274902,327.258362,603.793335,0,0,0,100,
32711,bigCube,697.274902,328.338745,-2043.776367,0,0,0,100,
32712,hanen,697.274902,328.357513,1055.182129,0,0,0,100,
32713,sphere,697.274902,328.991394,560.390564,0,0,0,100,
32714,sphere,697.274902,329.250977,543.029419,0,0,0,100,
32715,sphere,697.274902,329.380768,534.348877,0,0,0,100,
32716,cube,697.274902,329.899933,499.626709,0,0,0,100,
32717,cube,697.274902,330.164429,473.585052,0,0,0,100,
32718,cube,697.274902,330.299133,456.223907,0,0,0,100,
32719,cube,697.274902,330.366486,447.543335,0,0,0,100,
32720,cube,697.274902,330.501190,430.182220,0,0,0,100,
32721,cube,697.274902,330.675964,412.821106,0,0,0,100,
32722,cube,697.274902,330.783417,404.140564,0,0,0,100,
32723,ghost,697.274902,331.105713,378.098907,0,0,0,100,
32724,ghost,697.274902,331.320618,360.737793,0,0,0,100,
32725,ghost,697.274902,331.428040,352.057251,0,0,0,100,
32726,ghost,697.274902,331.683167,334.696106,0,0,0,100,
32727,ghost,697.274902,332.311951,1306.918213,0,0,0,100,
32728,orangeCube,697.274902,332.435364,213.168335,0,0,0,100,
32729,orangeCube,697.274902,332.440308,239.210007,0,0,0,100,
32730,orangeCube,697.274902,340.497162,1298.237671,0,0,0,100,
32731,hanen,697.274902,342.587799,1063.862793,0,0,0,100,
32732,hanen,697.274902,356.818115,1072.543335,0,0,0,100,
32733,orangeCube,697.274902,356.867584,1280.876587,0,0,0,100,
32734,orangeCube,697.274902,365.052826,1272.196045,0,0,0,100,
32735,bigCube,697.274902,366.755463,-2026.415283,0,0,0,100,
32736,hanen,697.274902,385.278748,1089.904419,0,0,0,100,
32737,orangeCube,697.274902,410.426849,1202.751587,0,0,0,100,
32738,hankyu,697.274902,413.739349,1107.265503,0,0,0,100,
32739,hankyu,697.274902,421.079102,1176.709961,0,0,0,100,
32740,hankyu,697.274902,424.032196,1150.668213,0,0,0,100,
32741,hankyu,697.274902,425.016541,1141.987671,0,0,0,100,
32742,hankyu,697.274902,427.969666,1115.946045,0,0,0,100,
32743,sphere,697.274902,851.552490,-1792.040039,0,0,0,100,
